series,design,coll,color,detail,pmax,pdens,voc,vmp,isc,imp,eff,weight,w,h,t
893x2390-SOLARIX-ME-892-G-900-SUEDE-s108p1M10HC,SOLARIX-ME-892,Metallic ,Telegrey,Hexagon,373.1,174.83252157657785,77.26,64.72,6.23,5.77,17.5,35.4,893,2390,6.4
